national_id,full_name,dob,nationality,is_blacklisted,past_default,credit_history_years,interest_rate
81457211886,Chau Quoc My,10/30/1967,Vietnam,1,1,3,18%
95291848598,Dinh Phuc Linh,2/12/1974,Vietnam,0,0,0,18%
70210590329,Tran Quang Phong,12/11/1961,Vietnam,0,0,2,18%
48066748475,Trinh Dinh Mai,5/24/1963,Vietnam,1,1,18,18%
27399464397,Hoang Huy Phuc,7/31/1984,Vietnam,1,1,9,18%
57765756835,Truong Ngoc Loc,11/11/1983,Vietnam,0,0,10,18%
33953766069,Hoang Duc Trung,9/15/1991,Vietnam,1,1,4,18%
76703236588,Truong Thuy Khoa,9/24/1976,Vietnam,1,1,5,18%
51066016436,Nguyen Huy Trang,8/22/1999,Vietnam,1,1,5,18%
85559240029,Trinh Tuyet Lan,4/24/1958,Vietnam,1,0,18,18%
52177333027,Chau Nhu Giang,8/26/2004,Vietnam,1,0,1,18%
66103448018,Phung Tuan Mai,2/16/2000,Vietnam,1,0,1,18%
26310187001,Mac Anh Dat,4/29/1975,Vietnam,0,0,0,18%
49209386828,Le Bao Vy,3/4/1938,Vietnam,1,1,6,18%
22478782494,Chau Tien Lan,3/21/1980,Vietnam,1,0,8,18%
44903278006,Mai Duc Thang,12/25/2003,Vietnam,0,0,0,18%
20975289143,Dao Diem Nhan,9/14/2008,Vietnam,1,1,1,18%
85861928362,Bui Ngoc Thang,6/3/1935,Vietnam,0,0,7,18%
83258735615,Ho Huy Khang,8/5/1974,Vietnam,1,0,16,18%
84312429868,Phan Tien Tai,7/10/2001,Vietnam,1,1,3,18%
87807417310,Trinh Thuy Nam,10/20/1950,Vietnam,1,1,3,18%
20734452824,Pham Minh Khoa,9/18/1984,Vietnam,0,0,0,18%
14616429632,Tran Phuong Huong,5/10/1974,Vietnam,0,0,0,18%
65018661560,Lam Bao Diep,2/3/1994,Vietnam,1,1,3,18%
87625057393,Chau Quang Diep,1/24/1964,Vietnam,1,1,14,18%
81739670147,Dinh Thi Dung,1/7/1986,Vietnam,1,1,2,18%
16771579156,Ly Diem Diep,11/17/2007,Vietnam,0,0,0,18%
96352833537,Ho My Nam,12/28/2005,Vietnam,1,1,2,18%
33981638807,Phung Dinh Khang,10/31/1950,Vietnam,1,1,6,18%
71273406246,Dinh Tien Dung,8/29/1932,Vietnam,1,0,6,18%
98915546429,Hoang Manh Hieu,10/20/1975,Vietnam,1,0,16,18%
19574982311,Ly Manh Cuong,1/13/1967,Vietnam,1,1,10,18%
56301474302,Ly Thi Linh,11/22/1968,Vietnam,1,0,12,18%
86783261414,Huynh Quang Nhat,1/1/1946,Vietnam,0,0,0,18%
86946992638,Hoang Xuan Linh,11/13/1996,Vietnam,0,0,0,18%
40873755804,Mac Minh Nhan,2/5/1994,Vietnam,1,1,2,18%
74237207450,Ly Minh Linh,10/1/1979,Vietnam,1,1,25,18%
56156432035,Huynh Diem Son,6/10/2008,Vietnam,1,1,1,18%
32073710950,Pham Hoang Khoa,10/22/1965,Vietnam,1,0,14,18%
11158472515,Tran Thanh Ha,6/14/2006,Vietnam,1,1,1,18%
53803650037,Bui Bao My,3/2/1996,Vietnam,1,1,2,18%
65086487155,Lam Huy Phuc,12/1/1962,Vietnam,1,1,3,18%
14886639633,Tran Duc Lan,12/19/1969,Vietnam,0,0,0,18%
33940654825,Phan Tuan Binh,8/19/1991,Vietnam,0,0,0,18%
15879627729,Huynh Dinh Phong,8/29/1956,Vietnam,0,0,0,18%
91220244640,Do Hoang Phong,6/29/1991,Vietnam,0,0,9,18%
36952959379,Dang Thuy Thao,7/4/2007,Vietnam,0,0,0,18%
93685369549,Duong Duc Loc,5/13/1998,Vietnam,0,0,0,18%
42110099063,Mac Manh Binh,11/13/1992,Vietnam,0,0,1,18%
39481029360,Phung Duc Giang,6/23/1975,Vietnam,1,0,21,18%
96159930794,Ngo Bao Linh,2/18/1973,Vietnam,1,1,16,18%
34956225489,Hoang Van Yen,1/19/1976,Vietnam,1,1,8,18%
33716551852,To Phuong Lan,3/29/1968,Vietnam,1,1,3,18%
76597390923,Ngo Van Hieu,12/25/1987,Vietnam,1,1,7,18%
68064758365,Do Nhu Thao,3/10/1942,Vietnam,0,0,0,18%
87068199336,Dinh Gia Dat,3/7/1989,Vietnam,0,0,0,18%
47399575619,Duong Duc Nhan,6/15/1992,Vietnam,1,0,1,18%
90812119779,Mai Xuan Yen,11/9/1982,Vietnam,1,1,7,18%
82506816653,Trinh Duc Cuong,3/24/1976,Vietnam,0,0,2,18%
66776202256,Dang Diem Trang,7/19/1975,Vietnam,1,1,18,18%
44290601211,Do Tuan Hieu,9/7/1937,Vietnam,1,1,3,18%
93394490115,Huynh Tuyet Dung,8/23/1969,Vietnam,0,0,0,18%
42478672830,Chau Nhu Linh,8/1/1981,Vietnam,0,0,14,18%
35519407257,Ho Tuan My,10/15/1970,Vietnam,0,0,0,18%
82861515102,Vo Tuan Quy,11/7/1987,Vietnam,0,0,0,18%
18680702771,Mai Duc Yen,8/4/1993,Vietnam,1,0,6,18%
61586455614,Ho Hoang Nam,2/15/1988,Vietnam,0,0,3,18%
70290710619,Ly Phuong Mai,12/27/2002,Vietnam,0,0,4,18%
56642997441,Truong Quoc Nhan,7/10/1984,Vietnam,1,0,5,18%
72145483976,Hoang Nhu Dat,10/20/1972,Vietnam,1,0,1,18%
39414281428,Vo Quoc Thinh,3/16/2007,Vietnam,1,1,1,18%
16749118570,Chau Quoc Nghia,12/3/2006,Vietnam,1,0,1,18%
96564932706,Doan Tien Lan,12/19/1962,Vietnam,0,0,19,18%
58988778392,To Duc Dung,9/6/1991,Vietnam,0,0,12,18%
22144900798,Phung Duc Diep,7/23/2007,Vietnam,1,0,1,18%
46150099972,Vo Tuan Yen,3/11/1986,Vietnam,0,0,6,18%
86117045463,Truong Manh Thang,9/4/2002,Vietnam,0,0,0,18%
40870301054,Lam Thi Trung,6/9/1993,Vietnam,1,1,5,18%
11643880385,Ngo Thanh Dat,5/4/1950,Vietnam,1,1,21,18%
60984607966,Huynh Hoang Loc,9/11/1986,Vietnam,0,0,14,18%
78792476825,Trinh Quoc Khoa,6/27/1932,Vietnam,1,0,3,18%
83358691663,Mai Thi Lan,1/6/1988,Vietnam,0,0,7,18%
59110351193,Chau Tuan Trang,2/10/1988,Vietnam,1,1,3,18%
66152993898,Dinh Thuy Thinh,7/19/1931,Vietnam,1,1,2,18%
43292565788,Phan Phuong Quy,3/3/1995,Vietnam,1,0,5,18%
95179787306,To Quoc Binh,1/10/1987,Vietnam,1,1,2,18%
67841820511,Vu Bao Phong,11/9/1965,Vietnam,1,0,10,18%
62455299727,Phung Quang Linh,1/21/1988,Vietnam,0,0,0,18%
51683872654,Duong Gia Dat,11/15/1943,Vietnam,0,0,0,18%
59614745517,Hoang My Quy,9/4/1965,Vietnam,1,0,10,18%
41281197017,Doan Thu Phuc,2/17/1991,Vietnam,1,0,4,18%
38876606223,Bui Anh Nghia,9/3/1964,Vietnam,0,0,0,18%
34015248829,Ngo Duc Huong,8/7/1999,Vietnam,0,0,7,18%
20569314767,Kieu Thuy Thinh,1/19/1966,Vietnam,0,0,16,18%
94765819915,Dang Van Khang,9/19/2003,Vietnam,1,1,2,18%
17854488657,Kieu Thi Loc,4/17/1993,Vietnam,1,1,7,18%
26232608897,Ngo Huu Linh,3/16/1977,Vietnam,0,0,0,18%
60941500044,Vu Tuyet Dat,5/11/1976,Vietnam,0,0,0,18%
56649044815,Vo Minh Nam,11/19/1984,Vietnam,0,0,0,18%
27985400567,Do Phuong Nhat,1/5/2002,Vietnam,0,0,0,18%
57479699006,Nguyen Xuan Toan,11/17/1932,Vietnam,1,1,15,18%
35597428274,Lam Bao Thang,12/24/1973,Vietnam,0,0,0,18%
78308496823,Phan Phuong Nam,5/13/2001,Vietnam,1,1,4,18%
71545057440,Trinh Hoang Son,4/17/1973,Vietnam,1,1,1,18%
44180735284,Lam Tuan Loc,3/6/2008,Vietnam,1,1,1,18%
94301648693,Ho Hoang Yen,1/7/1965,Vietnam,0,0,21,18%
95939904460,Vu My Huong,7/26/1962,Vietnam,1,0,7,18%
56686508470,Do Hoang Lan,3/21/1965,Vietnam,1,1,28,18%
95667371094,Phung Huu Dat,11/19/1970,Vietnam,1,1,8,18%
60833888411,Huynh Gia Dung,2/16/1979,Vietnam,0,0,6,18%
16387941970,Kieu Dinh Diep,11/3/1971,Vietnam,1,0,21,18%
71556899274,Chau Nhu Yen,1/23/1997,Vietnam,0,0,0,18%
95147036292,To Ngoc Thinh,11/3/1985,Vietnam,0,0,13,18%
27289013163,Do Tuyet Loc,2/2/1958,Vietnam,0,0,3,18%
39221734478,Chau Thu Trang,11/19/1962,Vietnam,0,0,19,18%
54117328388,Phung Huy Cuong,12/22/1989,Vietnam,1,1,5,18%
21989087964,Le My Ha,1/11/1977,Vietnam,0,0,0,18%
74326475977,Trinh Thu Loc,3/26/1993,Vietnam,1,0,12,18%
57208682604,Pham Phuc Phong,9/10/1978,Vietnam,1,0,4,18%
87549798120,Dinh Thu Linh,9/14/1967,Vietnam,1,1,6,18%
92261727641,Dang Phuong Trung,10/22/1988,Vietnam,1,1,15,18%
43098642326,Mai Thi Son,8/20/1981,Vietnam,0,0,10,18%
14337107450,Ngo Thu Dat,5/6/1981,Vietnam,1,1,12,18%
66288651942,Dao Van Nhan,8/26/1968,Vietnam,0,0,0,18%
79326389023,Vu Huy Thinh,2/6/1973,Vietnam,1,1,7,18%
78615629139,Kieu Gia Giang,7/11/2000,Vietnam,1,1,3,18%
92290572510,Lam Phuc Yen,3/17/1931,Vietnam,1,0,4,18%
66027351557,Mac Diem Thao,3/1/1975,Vietnam,0,0,0,18%
35370642240,Hoang Thu Nhan,11/11/1964,Vietnam,1,0,14,18%
29454977088,Vu Phuc Giang,8/8/1978,Vietnam,1,1,6,18%
30654635913,Pham Nhu Hieu,7/4/1989,Vietnam,1,1,8,18%
93261570401,Trinh Diem Nhan,5/10/1997,Vietnam,1,1,8,18%
51660891252,Dinh Manh Khang,4/30/1961,Vietnam,1,0,5,18%
43868302168,Phan Duc Anh,2/6/1975,Vietnam,0,0,15,18%
58124132875,Bui Tien Tu,12/28/2004,Vietnam,0,0,0,18%
49619274410,Tran Van Linh,9/16/1977,Vietnam,1,1,4,18%
60325914991,Chau Thi Ha,7/8/1996,Vietnam,0,0,1,18%
21896897068,Ho Bao Hieu,7/25/1961,Vietnam,0,0,0,18%
61328223323,To Thi Giang,3/3/1993,Vietnam,0,0,0,18%
44597356078,Pham Anh Anh,11/30/1963,Vietnam,0,0,1,18%
20407749129,Vo Hoang Kien,8/3/1937,Vietnam,1,1,11,18%
51656435801,Vo Huu Huong,6/5/1978,Vietnam,1,1,1,18%
29176790905,Ho Huu Binh,2/7/1984,Vietnam,0,0,0,18%
89711477099,Ho Huu Kien,4/16/1990,Vietnam,0,0,9,18%
99867919692,Vo Anh Quy,4/13/1937,Vietnam,1,1,13,18%
27810778448,Hoang Phuong Quy,12/11/2004,Vietnam,0,0,0,18%
78256819028,Phung Ngoc Loc,12/9/1982,Vietnam,1,1,4,18%
61431950519,Pham Van Son,10/10/1949,Vietnam,0,0,0,18%
59683698266,Le Dinh Kien,9/16/2006,Vietnam,1,1,2,18%
31337176704,Bui Tuyet Mai,12/1/1965,Vietnam,1,1,24,18%
45038116745,Lam Phuong Thinh,6/24/1955,Vietnam,1,0,11,18%
59659417801,Dang Tuyet Ha,3/25/1940,Vietnam,0,0,3,18%
29283428470,Vu Diem Dat,12/7/2006,Vietnam,0,0,2,18%
39134893430,Mai Thu Yen,9/10/1938,Vietnam,1,1,2,18%
25495387227,Chau Hoang Nhan,10/6/1984,Vietnam,0,0,8,18%
54358668884,To Gia Trung,5/24/1992,Vietnam,0,0,0,18%
11902137724,Pham Manh Phong,9/9/1981,Vietnam,1,1,13,18%
14927990583,Chau Xuan Dung,12/3/1972,Vietnam,0,0,2,18%
20417702385,Ho Ngoc Khoa,12/17/1940,Vietnam,1,0,13,18%
62627664789,Bui Minh Diep,9/18/2001,Vietnam,1,1,1,18%
96925809461,Tran Nhu Hieu,12/19/1973,Vietnam,0,0,0,18%
64368490624,Truong Manh Dat,7/2/1985,Vietnam,1,1,5,18%
80679712799,Mai Phuong Trung,11/12/1990,Vietnam,1,0,11,18%
17198897984,Hoang Thi Trang,11/23/1954,Vietnam,0,0,4,18%
80389149955,Hoang Quang Tai,3/9/1970,Vietnam,1,0,9,18%
19791242890,Hoang Minh Ha,3/28/1998,Vietnam,0,0,0,18%
45803605125,Chau Xuan Huong,11/9/2005,Vietnam,1,0,1,18%
49236095154,Do Thuy Trang,11/16/1935,Vietnam,0,0,0,18%
83994314979,Doan Anh Thang,4/6/1977,Vietnam,0,0,0,18%
99292167077,Mai Tuan Anh,6/24/2008,Vietnam,0,0,0,18%
84775053626,Le Quang Nhan,1/17/1992,Vietnam,1,1,6,18%
54588469755,Phan Thu Giang,3/23/2007,Vietnam,0,0,0,18%
33674883073,Ly Thi Tai,8/13/1997,Vietnam,1,1,4,18%
25552911100,Doan My Thao,5/29/1990,Vietnam,0,0,0,18%
93541696560,Ngo Ngoc Son,3/29/1950,Vietnam,1,1,7,18%
67584137340,Le Tuyet Mai,6/3/1978,Vietnam,1,1,4,18%
96224358750,Trinh Gia Toan,3/10/1983,Vietnam,0,0,0,18%
77702995796,Mac Tuan Khoa,12/28/1976,Vietnam,1,1,20,18%
